Id,Predicted
0,2023579.9
1,2582473.0
2,786595.4
3,1006718.9
4,21427370.0
5,1007889.2
6,1052806.2
7,5859926.0
8,3169130.8
9,4812561.5
10,2716864.0
11,5869893.0
12,2248692.0
13,2863091.2
14,2130716.8
15,1483435.0
16,2451649.5
17,2161526.2
18,2747833.8
19,1627399.2
20,1542315.4
21,3061018.8
22,1393937.2
23,1808349.5
24,1557084.9
25,1719156.6
26,1258286.5
27,11197666.0
28,973816.7
29,2622349.0
30,49252492.0
31,1720237.5
32,3069643.2
33,711562.75
34,1291237.6
35,1983318.2
36,1390608.2
37,2595970.5
38,8436554.0
39,2572261.0
40,1315453.5
41,872898.7
42,63191410.0
43,2555256.5
44,1059087.6
45,1430372.0
46,1896261.0
47,1968025.0
48,3332357.0
49,1448363.2
50,2108062.5
51,2727290.5
52,2255821.0
53,1102595.8
54,1333852.0
55,2684258.0
56,1942270.2
57,920649.5
58,2393696.5
59,4863917.5
60,1465876.6
61,1844637.5
62,996177.56
63,2049324.9
64,1188580.5
65,3294624.8
66,1165635.5
67,1691330.5
68,5373068.0
69,1465998.9
70,5963806.5
71,1107932.4
72,967633.56
73,1505320.4
74,1494714.9
75,2729092.8
76,4940747.0
77,1403491.4
78,1240239.9
79,2748493.5
80,14503762.0
81,7650334.5
82,810557.6
83,5554963.5
84,855920.8
85,12998612.0
86,7051577.5
87,3337190.0
88,6831751.5
89,2457931.0
90,3319436.8
91,1330419.4
92,1045432.7
93,1167544.9
94,1844622.2
95,2930521.0
96,4613890.5
97,1155797.6
98,1261013.1
99,1792251.0
100,1460876.4
101,1422268.8
102,3294624.8
103,2758863.5
104,1056927.0
105,861531.44
106,5050983.5
107,884212.56
108,1344890.9
109,2523672.8
110,1579027.9
111,3712431.0
112,3227110.2
113,2102546.8
114,1838429.8
115,2477035.2
116,2826843.5
117,2910868.5
118,1698503.4
119,2481892.5
120,7409357.5
121,2554762.8
122,1722333.2
123,1890781.0
124,10765546.0
125,2933569.0
126,1749176.5
127,4817508.5
128,1655855.0
129,3308676.2
130,6006993.5
131,852157.56
132,1203353.8
133,1263695.4
134,10133606.0
135,1483483.8
136,2179780.5
137,5099967.5
138,1151852.8
139,927094.5
140,1609712.5
141,3298660.0
142,2793093.5
143,2349885.2
144,1624904.4
145,1853145.2
146,762125.6
147,3207369.2
148,1729526.4
149,3752380.8
150,3920871.8
151,1396355.0
152,2493261.2
153,882256.6
154,1755215.1
155,1894588.0
156,2212011.5
157,1333852.0
158,1930379.4
159,1604259.1
160,769183.25
161,1533443.4
162,1719275.9
163,2705728.0
164,13986648.0
165,2268943.2
166,2234273.8
167,2025200.8
168,1674863.1
169,7045690.0
170,1615610.8
171,3327494.5
172,1130608.1
173,6818110.5
174,1174907.0
