Id,Predicted
0,1965261.2
1,2602229.8
2,790552.0
3,974316.8
4,20331666.0
5,949009.06
6,1050283.1
7,5909929.0
8,3176713.2
9,4791259.0
10,2774907.2
11,5777845.0
12,2268107.5
13,2871667.2
14,2154256.8
15,1630144.0
16,2395581.2
17,2169407.2
18,2722205.8
19,1616903.2
20,1547174.5
21,2801430.8
22,1437169.8
23,1844820.2
24,1563735.8
25,1562772.1
26,1239965.2
27,11281110.0
28,974713.3
29,2722325.8
30,43672588.0
31,1761314.8
32,3003953.8
33,711977.6
34,1313017.0
35,1960936.4
36,1427975.8
37,2717035.8
38,8459424.0
39,2576617.2
40,1311763.9
41,911237.8
42,63089860.0
43,2547466.5
44,978155.3
45,1446653.5
46,1883311.2
47,1964379.2
48,3596930.2
49,1467159.9
50,1855077.2
51,2789882.5
52,2300687.5
53,1097004.1
54,1326671.2
55,2698450.8
56,1934719.8
57,913541.6
58,2332326.2
59,4890279.0
60,1479966.8
61,1891060.1
62,1201165.0
63,2039394.4
64,1199583.8
65,3268534.8
66,1196384.1
67,1645289.5
68,5530697.5
69,1464767.6
70,5954080.0
71,1113242.2
72,1024283.56
73,1533470.4
74,1565629.9
75,2738371.8
76,4890527.0
77,1399560.8
78,1320067.1
79,2731469.5
80,14543418.0
81,7667023.0
82,803595.7
83,5457539.0
84,868952.25
85,12905114.0
86,7118235.5
87,3300841.5
88,4689684.0
89,2513784.2
90,3397153.2
91,1330174.2
92,1154205.6
93,1094015.9
94,1958892.1
95,2884663.5
96,4789696.0
97,1182845.9
98,1237427.6
99,1725961.2
100,1457893.9
101,1455421.6
102,3268534.8
103,2666628.0
104,1108738.1
105,841086.56
106,5055572.0
107,836999.7
108,1327912.2
109,2460553.5
110,1534437.8
111,3936043.0
112,3223535.0
113,2070856.2
114,1869837.1
115,2570044.8
116,2864696.0
117,3019007.2
118,1682060.0
119,2599179.2
120,7259320.5
121,2546727.5
122,1583003.2
123,1960165.4
124,10698118.0
125,3094135.8
126,1765511.6
127,4926330.0
128,1696574.6
129,3318192.5
130,6034368.5
131,765056.25
132,1190502.2
133,1332933.9
134,10149176.0
135,1483379.8
136,2159531.5
137,5077627.5
138,1105367.6
139,974817.1
140,1630263.1
141,3185847.0
142,2805396.0
143,2401590.2
144,1518087.2
145,1862235.4
146,809337.8
147,3083449.0
148,1781664.5
149,3688922.2
150,3997881.2
151,1423406.6
152,2727444.2
153,849469.7
154,1784006.0
155,1887709.4
156,2401704.0
157,1326671.2
158,1933311.8
159,1697239.6
160,802239.9
161,1525934.9
162,1694064.2
163,2637499.5
164,14246288.0
165,2348545.0
166,2171807.5
167,2080227.2
168,1708445.4
169,7112762.5
170,1618477.2
171,3357447.8
172,1126785.6
173,6743657.5
174,1190947.2
175,2703593.5
176,2046937.0
177,1430744.8
178,4048214.2
179,1591870.6
180,1512981.4
181,1555841.4
182,914374.44
183,1835821.9
184,1714713.2
185,1461895.1
186,1768492.8
187,2236938.0
188,1633068.8
189,14605636.0
190,3872408.5
191,1180365.0
192,1869837.1
193,1234973.8
194,1702034.1
195,2170827.2
196,5348254.0
197,4069514.0
198,4681667.0
199,2996241.2
200,3381860.0
201,1060919.0
202,778092.5
203,3882187.5
204,921708.75
205,10874316.0
206,1545074.1
207,8231008.5
208,2608234.2
209,9666220.0
210,5351617.5
211,1662363.1
212,1992819.6
213,1052838.0
214,5295250.0
215,4206281.5
216,7681701.0
217,1833685.4
218,1916217.1
219,1125975.5
220,3222383.0
221,1997940.5
222,1824482.8
223,1959134.5
224,7847295.0
225,1317181.6
226,1513486.2
227,2085273.5
228,1053922.9
229,2638082.0
230,1501495.9
231,1965261.2
232,2666158.2
233,2659631.5
234,11567554.0
235,1958041.1
236,2546411.0
237,3132792.5
238,1676044.2
239,2092100.2
240,1747044.8
241,1262719.1
242,1067225.0
243,1038194.6
244,2091440.4
245,2047857.8
246,1600855.9
247,810416.94
248,1016742.0
249,1374711.5
250,1825526.9
251,2180804.2
252,1482081.9
253,1434234.1
254,1768492.8
255,735365.56
256,1877279.0
257,1365949.5
258,762235.6
259,17791116.0
260,10342938.0
261,3491786.0
262,1147980.8
263,4283237.0
264,2818925.8
265,804354.5
266,1934719.8
267,1358955.2
268,798484.7
269,2383206.2
270,2546727.5
271,1731169.2
272,2543061.0
273,1489139.9
274,1279092.5
275,2818925.8
276,1789356.0
277,4250096.0
278,1652479.0
279,2565899.5
280,1987493.6
281,4319518.0
282,2255582.2
283,1226806.6
284,1910868.4
285,1760071.2
286,1249458.5
287,2883182.8
288,1243384.1
289,2024572.1
290,2259430.2
291,2167541.8
292,1126014.0
293,1620067.1
294,921688.9
295,4013621.8
296,1389429.6
297,2627165.2
298,1262176.9
299,1290225.9
300,2843797.2
301,1958041.1
302,802227.2
303,2323234.5
304,1934560.4
305,2329765.8
306,901505.5
307,19245390.0
308,2935804.5
309,3986637.2
310,1740018.8
311,2647786.0
312,6409512.0
313,1512981.4
314,1290519.5
315,4649630.0
316,3827053.5
317,1334023.2
318,2921814.0
319,2949783.0
320,2500157.8
321,4909961.0
322,1566352.4
323,1292002.5
324,1721531.8
325,976153.8
326,2738371.8
327,1648218.5
328,5000029.0
329,3729229.5
330,1489805.1
331,1616473.9
332,1710776.9
333,1934719.8
334,2132760.5
335,1918701.6
336,1609245.5
337,58402770.0
338,1226693.8
339,1222611.6
340,2169407.2
341,836803.2
342,823743.44
343,1618477.2
344,5885936.5
345,1345134.5
346,2924667.5
347,1541695.5
348,1495904.6
349,1562659.8
350,1126763.4
351,1714713.2
352,1476355.1
353,2078709.4
354,1007147.56
355,1018302.06
356,1434246.5
357,1794206.1
358,1253439.6
359,1512981.4
360,1521202.5
361,2329556.5
362,1313017.0
363,54326372.0
364,6380999.5
365,1900003.0
366,1945768.5
367,1534164.8
368,1614426.4
369,1934719.8
370,1260980.5
371,1555544.6
372,3638064.5
373,1687722.6
374,1367480.2
375,1120055.9
376,1844820.2
377,1662363.1
378,2090129.4
379,2459825.5
380,1740018.8
381,2338780.8
382,1113242.2
383,1900204.0
384,1420737.5
385,1194710.2
386,1987021.5
387,802227.2
388,2730755.5
389,2046937.0
390,2046937.0
391,1113421.1
392,1227582.2
393,2745832.8
394,1360981.2
395,10459018.0
396,2906981.5
397,6156113.0
398,14543418.0
399,1820118.0
400,1378330.6
401,1888102.0
402,1113242.2
403,2263510.5
404,1220501.9
405,1030358.1
406,2886712.0
407,1597490.2
408,1102934.1
409,4824442.0
410,1102997.8
411,990881.5
412,1279645.4
413,3113793.8
414,951866.94
415,1843214.6
416,8579992.0
417,768802.75
418,3073855.5
419,1498266.6
420,2091173.8
421,1416673.4
422,1437474.9
423,1792184.8
424,1665288.9
425,1324105.0
426,1403775.4
427,1940182.6
428,1123374.9
429,1743257.6
430,1472163.8
431,2659228.0
432,2111814.8
433,1297725.1
434,1276612.8
435,2628085.8
436,1760095.4
437,1092752.6
438,1689430.2
439,1888102.0
440,925391.5
441,1696574.6
442,1696978.6
443,1485319.8
444,2058157.5
445,1853709.1
446,1587581.2
447,3887913.2
448,939659.0
449,1427912.9
450,1837345.4
451,1940182.6
452,3328269.2
453,2728931.0
454,14819854.0
455,4620650.5
456,1248102.4
457,2857188.8
458,2476332.0
459,1562167.8
460,1022411.44
461,1548639.2
462,2706835.0
463,1470718.8
464,1176167.6
465,1588873.2
466,1662363.1
467,1538637.1
468,1731169.2
469,973101.4
470,3218737.0
471,1358955.2
472,1988444.5
473,1582708.1
474,6872521.5
475,1238532.4
476,2132716.5
477,1227582.2
478,871786.25
479,1934719.8
480,1496811.2
481,1841893.0
482,2997069.8
483,1642322.8
484,7076455.5
485,2915263.8
486,11373328.0
487,1266828.2
488,2505784.8
489,1010025.5
490,2405051.0
491,2781862.0
492,1137535.1
493,1618477.2
494,810416.94
495,741205.4
496,1485032.6
497,15323016.0
498,1238532.4
499,1662141.8
500,3488970.8
501,2804549.8
502,3349844.0
503,1400059.6
504,1136313.6
505,1649915.5
506,1871837.0
507,1290014.2
508,1751727.4
509,5582446.0
510,1677678.4
511,1481175.8
512,3150240.0
513,2868815.0
514,4577132.5
515,3211638.2
516,1259733.9
517,1310657.2
518,1530573.9
519,1356288.2
520,2818925.8
521,5457339.5
522,1693140.2
523,2360194.5
524,2140041.8
525,2323396.8
526,4950559.5
527,20834758.0
528,1887709.4
529,2575738.5
530,1893902.2
531,1736853.8
532,1215955.6
533,19028692.0
534,2548175.8
535,3425001.0
536,2804073.5
537,2364581.0
538,3223535.0
539,1384485.8
540,1089924.9
541,1541695.5
542,1931305.2
543,1407571.6
544,2076676.1
545,4631633.0
546,906729.25
547,854101.1
548,2344152.8
549,1555348.8
550,1105681.9
551,8771714.0
552,2952577.2
553,1413651.2
554,2602229.8
555,7436922.0
556,1326671.2
557,1906883.6
558,4319518.0
559,2385289.8
560,1649915.5
561,1618099.5
562,2993512.5
563,1997940.5
564,1728468.9
565,1315159.4
566,1627071.2
567,2956932.0
568,1238110.0
569,3331507.2
570,5927552.5
571,1831368.1
572,7975537.5
573,12859090.0
574,1296016.1
575,752912.0
576,757912.4
577,1326376.5
578,1605835.2
579,2167306.0
580,1863075.8
581,1386543.6
582,768662.56
583,860853.56
584,5514764.5
585,1275694.6
586,3097671.8
587,2688891.8
588,10437820.0
589,2471434.8
590,4508528.5
591,8481762.0
592,10931496.0
593,2180754.8
594,1555841.4
595,722354.75
596,1188929.5
597,1766881.0
598,1507064.5
599,903254.2
600,23763852.0
601,1600855.9
602,1960165.4
603,1645527.9
604,1793031.1
605,1958041.1
606,2513306.8
607,751347.0
608,1574057.0
609,1751727.4
610,1434246.5
611,6840615.0
612,3729208.8
613,1684644.4
614,1258707.2
615,1045707.6
616,913541.6
617,7638304.5
618,2120137.0
619,2301272.5
620,1662363.1
621,1887476.1
622,2033351.0
623,5789536.0
624,1697794.4
625,2803109.8
626,3330873.0
627,1283178.5
628,981199.8
629,2061352.9
630,842498.06
631,3474568.2
632,4393034.0
633,1159079.9
634,3638813.5
635,7829180.0
636,1434246.5
637,1990884.1
638,2979574.8
639,1699685.1
640,1875307.0
641,1057411.9
642,948047.94
643,3049594.2
644,1313663.1
645,1467159.9
646,1377264.6
647,3326231.8
648,5582943.0
649,2785601.5
650,18096030.0
651,2089275.0
652,1581747.0
653,3223535.0
654,936683.44
655,1734176.1
656,2818925.8
657,1719580.1
658,3280632.2
659,2560094.5
660,2787122.8
661,4136642.0
662,1654902.2
663,3973867.8
664,1521010.0
665,1861897.9
666,1318315.8
667,2019613.1
668,3656494.2
669,2632790.2
670,1749826.5
671,2945075.0
672,3216442.2
673,1374382.1
674,1213790.4
675,1317091.8
676,998385.4
677,2046937.0
678,2560094.5
679,7231051.0
680,1320645.6
681,1443766.2
682,1570440.8
683,1050339.4
684,1327912.2
685,843797.1
686,1399914.8
687,1243384.1
688,3624288.0
689,1359026.0
690,3329155.0
691,5704539.0
692,4317239.5
693,794798.6
694,1744859.1
695,1863075.8
696,3553863.5
697,2044383.0
698,5924188.5
699,1863075.8
700,2925553.5
701,6208156.5
702,1123374.9
703,1180365.0
704,2093337.6
705,39275370.0
706,1344189.8
707,6885408.5
708,2883182.8
709,2847828.8
710,1712861.8
711,910625.06
712,15534792.0
713,1344104.5
714,6208181.0
715,936049.94
716,1329452.2
717,1789356.0
718,4109308.8
719,3859365.8
720,1855122.0
721,1997940.5
722,6931955.5
723,14418386.0
724,2112735.0
725,1875307.0
726,1498722.0
727,1166300.6
728,1766864.2
729,1334647.2
730,2067752.9
731,4319518.0
732,849276.56
733,2197827.8
734,1305819.0
735,752887.3
736,3705623.8
737,1194325.4
738,857867.2
739,844167.25
740,1662894.6
741,14041630.0
742,1938926.5
743,1311763.9
744,5930549.0
745,1297457.2
746,3542833.0
747,4488802.0
748,2443193.5
749,836803.2
750,3328900.0
751,3311546.0
752,948066.5
753,2136947.0
754,1185619.5
755,58920760.0
756,1102997.8
757,3275892.2
758,1282781.2
759,6431347.5
760,1506345.0
761,1183340.9
762,1782604.2
763,21856386.0
764,2064617.6
765,5348254.0
766,2363322.2
767,1474946.6
768,2120137.0
769,2487980.8
770,3732622.0
771,1706327.9
772,3328748.0
773,1437879.1
774,12316180.0
775,5027876.0
776,1650856.6
777,1150724.4
778,1502805.1
779,1175042.2
780,2938539.5
781,1414788.5
782,2687805.8
783,3609783.0
784,1555348.8
785,4093605.5
786,2167306.0
787,3164105.0
788,7037646.0
789,2660643.0
790,2620457.8
791,1345251.9
792,4163875.0
793,2241857.8
794,903254.2
795,1858807.4
796,1041577.8
797,10253024.0
798,2547682.8
799,2043134.0
800,1694968.2
801,1075887.0
802,2364581.0
803,860261.5
804,3204068.5
805,6743080.0
806,3574457.5
807,2854026.8
808,5928541.0
809,2709709.8
810,2776469.5
811,2739401.8
812,1595627.5
813,1182416.6
814,1831117.9
815,1784065.9
816,3213262.5
817,17451072.0
818,4763079.5
819,1031099.44
820,3564889.8
821,1977933.4
822,1107694.4
823,1407286.8
824,7259320.5
825,1360981.2
826,1734175.2
827,2680626.2
828,4933610.0
829,2808445.0
830,15323016.0
831,2131876.8
832,5176657.5
833,1225225.0
834,2372059.8
835,1110113.1
836,1352629.5
837,2591089.5
838,1458454.2
839,1648813.1
840,1022569.9
841,2383206.2
842,1149290.1
843,2617550.2
844,3106715.0
845,1352629.5
846,1395147.8
847,2708581.8
848,29273284.0
849,962496.7
850,1481045.5
851,1613339.4
852,1653033.5
853,3457524.5
854,1540345.0
855,1360981.2
856,3193075.0
857,2174958.8
858,8862698.0
859,11281110.0
860,3529637.8
861,28107248.0
862,1429561.0
863,1696978.6
864,1124804.1
865,2476332.0
866,1862235.4
867,963579.1
868,1678331.1
869,1290014.2
870,1934722.4
871,960934.8
872,2505784.8
873,2647786.0
874,2818925.8
875,1998663.2
876,2061352.9
877,1728468.9
878,3688922.2
879,1934719.8
880,5136790.0
881,2185872.2
882,1760071.2
883,1987493.6
884,2856096.5
885,1938939.9
886,2832088.2
887,1848127.5
888,1404611.1
889,1525934.9
890,2731469.5
891,1800799.9
892,793121.56
893,1760550.2
894,1327912.2
895,2627165.2
896,4308202.5
897,2010113.5
898,1018328.56
899,1674779.4
900,1299117.1
901,1450604.6
902,1693315.8
903,2560094.5
904,10635738.0
905,1110113.1
906,2229656.0
907,4890013.5
908,1949708.1
909,1011386.9
910,2349016.5
911,2029958.4
912,1931305.2
913,2134386.0
914,2061352.9
915,4640848.5
916,717212.25
917,1601774.5
918,926938.06
919,2068197.5
920,1672171.8
921,1849117.2
922,1032145.44
923,2617550.2
924,2804073.5
925,1211890.4
926,1017528.7
927,6907112.5
928,1260980.5
929,3680522.0
930,4374410.5
931,2848251.8
932,2333681.0
933,917097.5
934,1704715.8
935,1480421.1
936,1319994.6
937,1839062.1
938,744704.25
939,2032367.9
940,1096544.4
941,1460829.2
942,2444313.2
943,1321842.5
944,1171559.6
945,1316549.2
946,1045707.6
947,1663886.1
948,1524167.4
949,1953895.6
950,1098468.0
951,1879733.5
952,4533165.0
953,2065244.2
954,3226368.0
955,1977146.5
956,5592893.5
957,1056058.6
958,1863075.8
959,10022996.0
960,1453618.1
961,1822863.8
962,2804073.5
963,1652719.8
964,2273569.5
965,1896898.6
966,1871837.0
967,1784712.5
968,1956027.5
969,1569225.8
970,1894474.2
971,1467159.9
972,1334198.9
973,2725868.0
974,7144860.5
975,850615.56
976,4349282.0
977,1399560.8
978,7531230.5
979,1623635.0
980,2160803.5
981,2871667.2
982,3196217.2
983,1172880.9
984,2811553.0
985,1781664.5
986,1424784.1
987,1311559.5
988,5021117.0
989,1861946.4
990,1387910.4
991,782922.4
992,1244451.5
993,1401725.4
994,3073855.5
995,1099866.9
996,1740978.6
997,1462744.2
998,1531266.9
999,2091970.2
1000,1665288.9
1001,2216759.0
1002,1666727.6
1003,3213262.5
1004,1403612.2
1005,1894730.0
1006,2476332.0
1007,12694842.0
1008,3041208.2
1009,2737968.2
1010,1309964.6
1011,1045996.06
1012,1746601.6
1013,4488802.0
1014,1627374.9
1015,2134720.8
1016,1226693.8
1017,2610637.2
1018,2745832.8
1019,2512053.5
1020,1694064.2
1021,1642322.8
1022,3663385.5
1023,829161.0
1024,4887460.5
1025,1990770.8
1026,1576800.6
1027,2577168.5
1028,842498.06
1029,2746689.2
1030,838174.5
1031,2471152.8
1032,5241562.0
1033,1648848.0
1034,5055572.0
1035,4129268.0
1036,4269747.0
1037,926810.8
1038,990881.5
1039,8834108.0
1040,1405055.1
1041,1429855.2
1042,1495904.6
1043,4374410.5
1044,3574457.5
1045,2202103.2
1046,1275694.6
1047,1211890.4
1048,1983676.4
1049,14712956.0
1050,1551418.9
1051,2459825.5
1052,2372059.8
1053,6020466.5
1054,1315364.4
1055,2599179.2
1056,1751727.4
1057,904492.56
1058,8834108.0
1059,1317091.8
1060,1815909.4
1061,3415696.0
1062,925391.5
1063,1093808.1
1064,1028037.1
1065,725211.75
1066,4385262.5
1067,1304003.1
1068,3903773.2
1069,1115024.4
1070,1077794.5
1071,1647922.0
1072,4186464.5
1073,1275792.0
1074,1196775.2
1075,1498867.6
1076,1322046.4
1077,1875307.0
1078,2685930.2
1079,1478912.8
1080,1913739.4
1081,1338853.4
1082,2087598.1
1083,1636772.0
1084,2594924.8
1085,7847295.0
1086,1006428.7
1087,2960159.2
1088,1357891.4
1089,1787519.9
1090,1707222.2
1091,2108982.2
1092,3218086.2
1093,4163875.0
1094,2460051.5
1095,2698450.8
1096,1871837.0
1097,4821071.0
1098,1149163.5
1099,7591407.0
1100,2822444.8
1101,1724851.1
1102,2935093.5
1103,2165966.5
1104,1958319.8
1105,853892.06
1106,764134.4
1107,3756597.8
1108,2922974.8
1109,3366026.8
1110,5927552.5
1111,1746147.2
1112,2043134.0
1113,2721053.0
1114,1390755.8
1115,6840615.0
1116,2560094.5
1117,1964379.2
1118,3223535.0
1119,4302666.0
1120,1211890.4
1121,978776.1
1122,1906883.6
1123,3429099.0
1124,1627434.2
1125,1618477.2
1126,1169487.2
1127,1400059.6
1128,2132716.5
1129,1931752.1
1130,2901298.5
1131,3420248.0
1132,1315227.9
1133,3589783.2
1134,1868499.9
1135,33012028.0
1136,7850309.0
1137,2128235.0
1138,1760550.2
1139,2818925.8
1140,3966501.5
1141,9167174.0
1142,1882853.9
1143,1356758.1
1144,2627165.2
1145,1512981.4
1146,2037712.2
1147,1815909.4
1148,925391.5
1149,1211890.4
1150,778092.5
1151,1770820.8
1152,1304006.4
1153,2578281.0
1154,1539252.4
1155,1835821.9
1156,2864092.5
1157,6872521.5
1158,1494369.9
1159,1782413.6
1160,800842.44
1161,1394281.2
1162,1363867.2
1163,8459424.0
1164,2392238.0
1165,1039712.3
1166,4962432.0
1167,2934110.5
1168,1023149.8
1169,18665170.0
1170,5956198.0
1171,4964363.0
1172,1399560.8
1173,1254734.2
1174,1343496.2
1175,2006404.8
1176,2295004.2
1177,1297457.2
1178,1766224.6
1179,2608234.2
1180,2784709.0
1181,6228528.5
1182,3886334.8
1183,1792184.8
